Gen,Gewebe,Zeitpunkt,RPKM,Gen_ID,Zeit_Nr,Chromosom,Beschreibung
ADIRF,Kidney,19wpc,30.7498945866993,ENSG00000148671,13,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Kidney,20wpc,5.265638411985515,ENSG00000148671,14,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Kidney,4wpc,0.141914498950684,ENSG00000148671,1,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Kidney,5wpc,0.10172337796856959,ENSG00000148671,2,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Kidney,6wpc,0.09860989167816214,ENSG00000148671,3,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Kidney,7wpc,0.190884210343444,ENSG00000148671,4,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Kidney,8wpc,0.36227409291700996,ENSG00000148671,5,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Kidney,9wpc,6.69047948850421,ENSG00000148671,6,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Kidney,infant,85.01699986902983,ENSG00000148671,16,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Kidney,newborn,32.9836150146761,ENSG00000148671,15,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Kidney,school,41.8388053609795,ENSG00000148671,18,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Kidney,toddler,61.9521572221762,ENSG00000148671,17,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,10wpc,1.0044955444056511,ENSG00000148671,7,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,11wpc,1.062537030639886,ENSG00000148671,8,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,12wpc,0.870021872528306,ENSG00000148671,9,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,13wpc,0.529161935433462,ENSG00000148671,10,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,16wpc,1.4679903086374244,ENSG00000148671,11,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,18wpc,1.9988383338997049,ENSG00000148671,12,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,19wpc,2.7262431425952,ENSG00000148671,13,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,20wpc,1.968334726213235,ENSG00000148671,14,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,4wpc,0.17432166461183474,ENSG00000148671,1,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,5wpc,0.1409104125567915,ENSG00000148671,2,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,6wpc,0.216274864021314,ENSG00000148671,3,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,7wpc,0.16655860342232826,ENSG00000148671,4,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,8wpc,0.38098190323965614,ENSG00000148671,5,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,9wpc,0.352519551355628,ENSG00000148671,6,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,infant,64.9022223843173,ENSG00000148671,16,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,newborn,14.384373337545536,ENSG00000148671,15,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,olderMidAge,19.9162493893389,ENSG00000148671,22,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,school,86.4057592670884,ENSG00000148671,18,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,senior,51.99188584664885,ENSG00000148671,23,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,teenager,91.0052066860235,ENSG00000148671,19,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,toddler,93.6962084835667,ENSG00000148671,17,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Liver,youngAdult,140.85394678196437,ENSG00000148671,20,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Ovary,10wpc,0.464949274553182,ENSG00000148671,7,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Ovary,11wpc,0.0922618925653263,ENSG00000148671,8,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Ovary,12wpc,0.546726845473563,ENSG00000148671,9,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Ovary,13wpc,0.264753057812266,ENSG00000148671,10,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Ovary,16wpc,0.556679265673303,ENSG00000148671,11,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Ovary,18wpc,0.6964839242148465,ENSG00000148671,12,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Ovary,4wpc,0.1099546446857938,ENSG00000148671,1,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Ovary,5wpc,0.274079760589765,ENSG00000148671,2,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Ovary,6wpc,0.288600174174539,ENSG00000148671,3,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Ovary,7wpc,0.32078265987277554,ENSG00000148671,4,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Ovary,8wpc,0.5885649853995054,ENSG00000148671,5,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Ovary,9wpc,0.279083834011657,ENSG00000148671,6,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,10wpc,0.5356386212542755,ENSG00000148671,7,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,11wpc,0.46811331989628946,ENSG00000148671,8,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,12wpc,1.2573945096916876,ENSG00000148671,9,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,13wpc,0.8510589705950034,ENSG00000148671,10,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,16wpc,1.795516728182256,ENSG00000148671,11,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,18wpc,1.73794532630938,ENSG00000148671,12,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,19wpc,23.26004082148,ENSG00000148671,13,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,4wpc,0,ENSG00000148671,1,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,5wpc,0.2722470629831955,ENSG00000148671,2,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,6wpc,0.3624882520108895,ENSG00000148671,3,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,7wpc,0.3842693671107967,ENSG00000148671,4,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,8wpc,0.780382652708049,ENSG00000148671,5,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,9wpc,0.730429594346887,ENSG00000148671,6,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,senior,6.88865032618486,ENSG00000148671,23,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,infant,172.583016000446,ENSG00000148671,16,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,teenager,17.86479308447975,ENSG00000148671,19,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,olderMidAge,4.89847750934985,ENSG00000148671,22,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,toddler,105.168792224002,ENSG00000148671,17,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,youngAdult,7.193904220459763,ENSG00000148671,20,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,youngMidAge,14.7861262873203,ENSG00000148671,21,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
ADIRF,Testis,teenager,50.562768732974504,ENSG00000148671,19,10,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
HMGA2,Brain,10wpc,6.80696608877191,ENSG00000149948,7,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,11wpc,4.832866059831912,ENSG00000149948,8,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,12wpc,1.10145129265244,ENSG00000149948,9,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,13wpc,0.897745885874965,ENSG00000149948,10,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,16wpc,0.479854540099129,ENSG00000149948,11,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,18wpc,0.0251275212499641,ENSG00000149948,12,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,19wpc,0.12556000562144826,ENSG00000149948,13,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,20wpc,0.1286005199674142,ENSG00000149948,14,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,4wpc,62.4189256852955,ENSG00000149948,1,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,5wpc,74.9597003630562,ENSG00000149948,2,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,7wpc,31.4491358569041,ENSG00000149948,4,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,8wpc,14.950892546853364,ENSG00000149948,5,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,9wpc,8.310587598846173,ENSG00000149948,6,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,infant,0.0201495076935095,ENSG00000149948,16,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,newborn,0.04981194684927583,ENSG00000149948,15,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,olderMidAge,0.00806207697518405,ENSG00000149948,22,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,school,0.00399914909628506,ENSG00000149948,18,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,senior,0.0055950780676198054,ENSG00000149948,23,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,teenager,0.00371497973107449,ENSG00000149948,19,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,toddler,0.003910465225241777,ENSG00000149948,17,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,youngAdult,0.00405254194378214,ENSG00000149948,20,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Brain,youngMidAge,0.00841977379609173,ENSG00000149948,21,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,10wpc,0.532323373833712,ENSG00000149948,7,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,11wpc,0.3781640722432145,ENSG00000149948,8,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,12wpc,0.493345362780343,ENSG00000149948,9,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,13wpc,0.22952197779171568,ENSG00000149948,10,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,16wpc,0.3252496949351207,ENSG00000149948,11,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,4wpc,50.5944763359461,ENSG00000149948,1,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,5wpc,27.74381360701695,ENSG00000149948,2,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,6wpc,20.761363041460427,ENSG00000149948,3,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,7wpc,2.7831328129011768,ENSG00000149948,4,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,8wpc,1.7749817613574708,ENSG00000149948,5,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,9wpc,1.210880274842908,ENSG00000149948,6,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,infant,8.768486333038167e-4,ENSG00000149948,16,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,newborn,0.016380301936467948,ENSG00000149948,15,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,olderMidAge,0,ENSG00000149948,22,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,school,0.0031224773298021064,ENSG00000149948,18,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,senior,9.7972007729008e-4,ENSG00000149948,23,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,teenager,2.5803827493349e-4,ENSG00000149948,19,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,toddler,0.002060367973660535,ENSG00000149948,17,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,youngAdult,0.010956112005063627,ENSG00000149948,20,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Cerebellum,youngMidAge,0.00174691848980467,ENSG00000149948,21,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,10wpc,2.0340362521606568,ENSG00000149948,7,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,11wpc,2.1851118681264574,ENSG00000149948,8,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,12wpc,1.72595843369012,ENSG00000149948,9,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,13wpc,1.011097155581941,ENSG00000149948,10,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,16wpc,1.265577727534308,ENSG00000149948,11,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,18wpc,0.788355390881012,ENSG00000149948,12,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,19wpc,0.5861459891313353,ENSG00000149948,13,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,4wpc,36.0192579812059,ENSG00000149948,1,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,5wpc,36.376215422558204,ENSG00000149948,2,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,6wpc,17.3257450667157,ENSG00000149948,3,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,7wpc,11.40323654391673,ENSG00000149948,4,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,8wpc,5.317756445967872,ENSG00000149948,5,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,9wpc,4.475139781274374,ENSG00000149948,6,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,infant,0.015642237622235034,ENSG00000149948,16,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,newborn,0.0383397083653438,ENSG00000149948,15,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,olderMidAge,0.0821545268890379,ENSG00000149948,22,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,teenager,0.0144046730438843,ENSG00000149948,19,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,toddler,0.07148552396135,ENSG00000149948,17,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Heart,youngAdult,0,ENSG00000149948,20,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,10wpc,30.979795231279567,ENSG00000149948,7,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,11wpc,19.2454239272542,ENSG00000149948,8,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,12wpc,10.62262314638475,ENSG00000149948,9,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,13wpc,14.558915343148533,ENSG00000149948,10,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,16wpc,18.03423943873035,ENSG00000149948,11,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,18wpc,5.028309919099311,ENSG00000149948,12,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,19wpc,1.25642918000751,ENSG00000149948,13,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,20wpc,3.591135251385465,ENSG00000149948,14,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,4wpc,75.774512608112,ENSG00000149948,1,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,5wpc,103.249468702251,ENSG00000149948,2,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,6wpc,84.86239744698159,ENSG00000149948,3,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,7wpc,67.69519343662306,ENSG00000149948,4,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,8wpc,72.94630476263629,ENSG00000149948,5,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,9wpc,25.5626534802069,ENSG00000149948,6,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,infant,0.250816259381629,ENSG00000149948,16,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,newborn,1.0273502173255347,ENSG00000149948,15,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,school,0.13941437753139,ENSG00000149948,18,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Kidney,toddler,0.1379084483134361,ENSG00000149948,17,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,10wpc,2.360169803806865,ENSG00000149948,7,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,11wpc,2.1268503125384735,ENSG00000149948,8,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,12wpc,2.5506658260448,ENSG00000149948,9,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,13wpc,2.13980393663936,ENSG00000149948,10,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,16wpc,2.342286051145575,ENSG00000149948,11,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,18wpc,2.43770876810503,ENSG00000149948,12,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,19wpc,2.485105504188695,ENSG00000149948,13,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,20wpc,2.79297501306616,ENSG00000149948,14,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,4wpc,37.87871309945312,ENSG00000149948,1,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,5wpc,13.8807633897862,ENSG00000149948,2,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,6wpc,11.515827111992511,ENSG00000149948,3,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,7wpc,7.06860051355007,ENSG00000149948,4,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,8wpc,3.74106858681179,ENSG00000149948,5,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,9wpc,3.186860940285653,ENSG00000149948,6,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,infant,0.0111727977524055,ENSG00000149948,16,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,newborn,0.458337573245526,ENSG00000149948,15,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,olderMidAge,0,ENSG00000149948,22,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,school,0.0124564764455337,ENSG00000149948,18,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,senior,0,ENSG00000149948,23,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,teenager,0.0162689313169044,ENSG00000149948,19,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,toddler,0,ENSG00000149948,17,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Liver,youngAdult,0.01419015090184806,ENSG00000149948,20,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Ovary,10wpc,0.9273234568777196,ENSG00000149948,7,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Ovary,11wpc,0.76067878494354,ENSG00000149948,8,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Ovary,12wpc,0.405828282284466,ENSG00000149948,9,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Ovary,13wpc,0.820791692196484,ENSG00000149948,10,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Ovary,16wpc,0.626013910957209,ENSG00000149948,11,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Ovary,18wpc,0.10881550486468694,ENSG00000149948,12,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Ovary,4wpc,86.97418498824985,ENSG00000149948,1,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Ovary,5wpc,126.592412548844,ENSG00000149948,2,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Ovary,6wpc,87.5102216447703,ENSG00000149948,3,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Ovary,7wpc,48.4761175056513,ENSG00000149948,4,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Ovary,8wpc,34.205606875552,ENSG00000149948,5,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Ovary,9wpc,3.56836155074811,ENSG00000149948,6,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Testis,10wpc,3.576326998282835,ENSG00000149948,7,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Testis,11wpc,2.43947844965834,ENSG00000149948,8,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Testis,12wpc,0.691260566962456,ENSG00000149948,9,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Testis,13wpc,0.8139071619556727,ENSG00000149948,10,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
HMGA2,Testis,16wpc,1.1823156210019499,ENSG00000149948,11,12,high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
